idx,title,top10pick,top30pick,exploratorypick,priority_score,would_read,journal_name,journal_tier,field,authors,abstract,abstract_source,priority_score_confidence,would_read_confidence,throwawayreason,top10reason,top30reason,scorereason,exploratoryreason,firehose_label,throwaway,doi
1134,Disruption of liver circadian rhythms by chronic constant darkness in rats: sexual dimorphism and melatonin correction,,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,David A. Areshidze; Maria A. Kozlova; Anna I. Anurkina; Valery P. Chernikov,"Introduction Modern lifestyle characterized by artificial light exposure leads to widespread circadian disruption, which is a risk factor for metabolic and liver diseases. The liver possesses a robust circadian clock regulating its metabolism. Melatonin, the key hormonal synchronizer, is suppressed by light. Sexual dimorphism in circadian responses remains understudied. This work aimed to investigate the sex-specific effects of chronic constant light exposure (CLE) on liver circadian rhythms and the corrective potential of melatonin. Methods The study involved 240 adult (6-month-old) male and female outbred Wistar rats. Animals were divided into groups (n=40 per sex per group): 1) Control (standard 10:14 light-dark cycle), 2) Constant Light Exposure (CLE) – constant light for 3 weeks, 3) CLE + Melatonin (12 mg/L in drinking water, administered at the beginning of the subjective night). Rats were sacrificed at 4 time points (09:00, 15:00, 21:00, 03:00). Hepatocyte morphometry (nuclear and cellular area), expression of clock proteins (PER2, CLOCK, BMAL1), proliferation (Ki-67) and apoptosis (p53) markers, plasma biochemistry (glucose, AST, ALT, proteins, bilirubin) and melatonin levels were analyzed. Circadian rhythm parameters (mesor, amplitude, acrophase) were determined by cosinor analysis. Results Control animals exhibited pronounced circadian rhythms in all studied parameters. Chronic CLE caused systemic desynchronization: suppression of melatonin secretion rhythm, inversion and suppression of core clock gene expression (PER2, BMAL1, CLOCK), shifts and damping of hepatocyte morphometric rhythms (nuclear area, NCR), and disorganization of biochemical rhythms (glucose, AST, ALT, proteins). Marked sexual dimorphism was observed: under CLE, females maintained significant rhythms for hepatocyte nuclear area and Ki-67 expression with increased amplitude, while in males these rhythms were abolished or severely dampened. Melatonin administration effectively corrected CLE-induced disturbances, restoring circadian rhythmicity and baseline levels of most parameters in both sexes, and preventing the inversion of PER2 rhythm. Discussion Chronic constant light exposure leads to profound disintegration of the hepatic circadian system. The identified sexual dimorphism indicates greater resilience of circadian organization in the female liver, possibly mediated by sex hormones. Exogenous melatonin demonstrated potent chronobiotic and hepatoprotective effects, normalizing the molecular clock, cellular morphology, and metabolic rhythms. The results justify further research on melatonin as a means for preventing circadian disruption-related liver pathologies, taking into account sex differences.",,,0.95,"The title indicates a focus on circadian rhythms in rats, without conservation decision context.",,,,,False,0,10.3389/fevo.2026.1799140
1135,"Using phylogeny and functional traits for assessing community assembly of alpine shrubs along environmental gradients in Three-River-Source Nature Reserve, China",,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,Min Li; Wenxu Cao; Xu Li; Qinghe Li,"Introduction The increasing impacts of climate change and anthropogenic activities on ecological communities pose substantial challenges to alpine ecosystems. However, the mechanisms underlying long-term community assembly and structural dynamics at high altitudes on the Tibetan Plateau remain poorly understood. This study aimed to elucidate the assembly mechanisms of alpine shrub communities along environmental gradients in the Tongtianhe Conservation Subregion of the Three-River-Source Reserve, and to compare process signals between regional and local site-level scales. Methods We conducted field surveys across 35 sampling sites, collecting data on species composition, phylogenetic structure, functional trait composition, and environmental variables. RLQ analysis was employed to examine the coordinated variation between trait assemblages and environmental gradients, while STEPCAM was used to quantitatively estimate the relative contributions of dispersal limitation, environmental filtering, and limiting similarity to community assembly, as well as their variation across altitudinal zones. Results The results showed that, along the composite environmental gradient, phylogenetic structure shifted from clustering to overdispersion at the overall phylogenetic scale. Functional trait structure transitioned from divergence to convergence. However, across different levels of environmental heterogeneity, clustered and overdispersed communities co-occurred with limited differentiation. RLQ analysis further revealed coordinated shifts in trait composition along environmental gradients. STEPCAM results demonstrated significant differences among elevational bands: environmental filtering dominated at low elevations, dispersal limitation was comparable to environmental filtering at mid-elevations, and limiting similarity became significantly stronger and dominant at high elevations. Discussion These results indicate that the relative importance of competition-related processes and environmental filtering varies with habitat conditions. The co-occurrence of clustered and overdispersed communities suggests that stochastic processes continue to influence functional structure at the local scale. RLQ analysis further suggests that environmental filtering exerts a consistent and persistent influence on community assembly by regulating coordinated shifts in trait composition. Overall, this study provides new insights into the coexistence patterns of alpine shrub species and their potential responses to future environmental change.",,,0.8,"The research focuses on community assembly using phylogeny and functional traits, lacking a conservation management focus.",,,,,False,0,10.3389/fevo.2026.1800675
1136,Elevation-dependent drivers of plant diversity across spatial scales on the Qinghai-Tibet Plateau,,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,Wajid Khan; Rong Zhang; Yanhao Feng,"Introduction In mountain ecosystems, plant diversity often exhibits regular patterns along elevational gradients. Yet, it remains poorly understood how multiple factors jointly shape these patterns. Methods To fill this gap, we used a dataset of 758 vegetation plots sampled across the Qinghai-Tibet Plateau to explore how climatic, topographic and anthropogenic variables drive alpha, beta and gamma diversity across different elevations. In particular, we explored how the effects on gamma diversity are mediated through alpha and beta diversity, and whether these effects are elevation-dependent, thereby explaining the peaked diversity at medium elevations. Results Overall, annual mean temperature and precipitation seasonality influenced gamma diversity primarily through positive effects on alpha diversity. Aridity index was the strongest positive driver, increasing gamma diversity by enhancing both alpha and beta diversity. Slope aspect (as heat load index) enhanced gamma diversity by positively affecting beta diversity, whereas slope inclination increased gamma diversity by positively affecting alpha diversity. Grazing exhibited nonlinear effects, first decreasing and then increasing gamma diversity, primarily by affecting beta diversity. Moreover, the variables’ effects shifted with elevation: at low elevations (&amp;lt;3000 m), precipitation seasonality and slope inclination influenced gamma primarily through alpha diversity, and grazing increased gamma diversity via both alpha and beta diversity; at high elevations (&amp;gt;4500 m), climatic effects dominated through both pathways. At medium elevations (3000–4500 m), climatic variables and slope inclination increased gamma diversity via alpha and/or beta diversity, underpinning the peaked diversities. Conclusion These findings highlight elevation-explicit approaches to conserving biodiversity in mountain areas.",,,0.85,The study focuses on plant diversity and elevation drivers without a management framing.,,,,,False,0,10.3389/fevo.2026.1782566
1137,A global assessment of wild mammals kept as pets,,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,Hyago Keslley Lucena Soares; Franciany Braga-Pereira; Allane Luna de Souto; Dyeggo Nathan Sousa Farias; Rebeca Kianny de Lucena Soares; Raynner Rilke Duarte Barboza; Rômulo Romeu Nóbrega Alves,"The growing trend of keeping wild vertebrates as pets is an emerging conservation concern and a major driver of wildlife trade, biodiversity loss, and biological invasions worldwide. In this study, we recorded over 702 mammal species being kept as pets, including 300 threatened taxa. We detected strong phylogenetic clustering, indicating that closely related species—particularly within the orders Primates, Carnivora, and Rodentia—are disproportionately represented amongst mammals kept as pet. Species with larger body mass and broader geographic ranges were significantly more likely to be kept as pets. Additionally other traits, such as evolutionary distinctiveness, low fecundity and threat status, showed positive associations in more specific models. At least 65 countries were represented in our dataset, which likely reflects research availability rather than the actual global extent of pet-keeping practices. This research supports efforts to inform policy, strengthen enforcement, and raise public awareness about the conservation risks associated with the ownership of wild pets.",,,0.87,The title suggests an assessment of wild mammals kept as pets without conservation decision context.,,,,,False,0,10.3389/fevo.2026.1794855
1139,Bridging genomics and traditional knowledge in sweetpotato: a scientometric pathway for participatory breeding,,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,Gustavo Reis de Brito; Edimar Olegário de Campos Júnior; Maria Eduarda da Silveira; Larissa Pereira de Castro Vendrame; Ricardo Borges Pereira; Marcos Vinicius Bohrer Monteiro Siqueira,"Sweetpotato ( Ipomoea batatas (L.) Lam.) is a globally important root crop cultivated in more than one hundred countries. To map how genetics research has evolved and where actionable gaps remain, we conducted a scientometric analysis of 590 records from Web of Science (WoS) covering 1960 to 2022, of which 213 full-text papers were retained after relevance filtering. Output increased sharply over the last two decades, with the United States, China, and Brazil among the most prolific contributors. Within the corpus, plant breeding accounts for 43 percent of studies, followed by conservation genetics and plant biology. Although molecular tools are increasingly available, only 17.8 percent of the analyzed papers applied omics approaches such as transcriptomics, genomics, proteomics, or metabolomics, which underscores persistent barriers to adoption in key producing regions. Beyond counts, we assessed how the literature supports an operational bridge between omics and Traditional Knowledge (TK) by scoring study level evidence tied to farmer maintained materials, on farm evaluation, and quantitative outcomes. The analysis shows that field relevant measures such as yield with units, adoption in percent, and diversity indices are more common companions to omics than explicit documentation of TK or the use of Participatory plant breeding (PPB) and participatory varietal selection (PVS). Taken together, these results identify where evidence is strong, where it is missing, and how targeted additions, notably explicit documentation of TK and on farm participatory selection, can align genetic signals with community priorities and improve the relevance and adoption of sweetpotato genetics research.",,,0.9,The title suggests a focus on genomics and traditional knowledge without explicit conservation decision context.,,,,,False,0,10.3389/fevo.2026.1729058
1140,Taxonomy as an indicator of trophic diversity in microbial eukaryotic plankton in an Arctic outflow gateway,,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,Aurélie Labarre; Sara Harðardóttir; Connie Lovejoy,"Introduction Marine microbial eukaryotes are major contributors to oceanic biodiversity and biogeochemical cycling in both surface and deep waters, yet their functional diversity and distribution remain incompletely understood. The Arctic Ocean, with strong environmental gradients, long-term basin isolation, and pronounced water mass stratification, provides a model system to test how environmental filtering and evolutionary history might add to current understanding. We examined microbial eukaryote assemblages in the Arctic from Nares Strait into Baffin Bay, testing the hypothesis that dominant trophic strategies are associated with water mass origin. Methods Using high-throughput sequencing of the V4 region of the 18S rRNA gene across two size fractions (0.22–3 and 3–50 μm), we characterized communities associated with distinct Arctic water masses during summer. We then used the data set to ascertain the characteristics and possible origins of rare taxa. Results Assemblages in the four vertically stacked water masses were dominated by dinoflagellates and heterotrophic lineages. Mixotrophic and phototrophic lineages were mostly confined to the upper two water masses, with some phototrophic linages found in deeper waters. Discussion Our approach, which was limited to DNA as a template, captured putative functional and historic distributions of ASVs within water masses including multiple uncultivated groups. The deeper water communities occasionally included phototrophic lineages that would have originated in the surface or potentially been uplifted from the sediment, which was consistent with the persistence of DNA from dead organisms The distribution of core dinoflagellates and parasitic Syndinales indicated a potential reservoir of Syndinales in deep Atlantic waters, suggesting new avenues of research.",,,0.9,The focus on taxonomy and trophic diversity lacks a management or conservation decision context.,,,,,False,0,10.3389/fevo.2026.1800428
1141,Personality tips the scale: how individual differences in exploration shape behavioural and hormonal adjustment to different environments,,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,Sophia Marie Quante; Dongying Zhao; Rupert Palme; Sylvia Kaiser; S. Helene Richter,"Individuals show consistent differences in their behaviour across time and/or context, usually referred to as animal personality in behavioural ecology. These inter-individual differences raised the question if animals of different personalities also vary in how they adjust to certain environmental conditions. In the present study, we aimed to investigate personality-dependent differences to different environmental conditions. By means of two distinct experiments, Lister Hooded rats ( Rattus norvegicus f. domestica ) were characterised regarding their level of exploration and exposed to an environment with a predictable versus an unpredictable food availability (experiment 1) or to an environment with a social partner of matching versus mismatching personality (experiment 2). To assess behavioural differences between individuals of varying exploration levels, the home cage behaviour of the animals was monitored and two tests for measuring anxiety-like behaviour were conducted. Furthermore, concentrations of baseline faecal corticosterone metabolites were determined to record hypothalamic–pituitary–adrenocortical activity repeatedly. The characterisation showed consistent inter-individual differences in exploration levels in both experiments. While personality, environment and the interaction of both did not affect faecal corticosterone metabolite concentrations in neither of the experiments, several behavioural differences between individuals of varying exploration levels were detected in the home cage and in the tests. Most interestingly, interactions between personality and environment were found, pointing towards a better behavioural adjustment of highly explorative animals to predictable conditions. Therefore, the results emphasise the existence of context-specific personality-dependent behavioural patterns. Moreover, personality-dependent and environment-dependent differences in welfare-associated measures were reported. More specifically, a predictable food availability was associated with more affiliative and less agonistic behaviour, whilst a matched social partner was linked to increased locomotor activity in one of the behaviour tests. Additionally, restructuring of the social group was reported to increase faecal corticosterone metabolites. Thus, the study does not only highlight the importance of integrating personality into eco-evolutionary perspectives on adjustment processes but also points towards relevant aspects for animal welfare endeavours.",,,0.85,The title focuses on individual differences and behavior without an explicit conservation decision context.,,,,,False,0,10.3389/fevo.2026.1769757
1142,Stem photosynthesis and hydraulics are not coordinated in photosynthetic stems in a tropical xerophytic scrub,,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,Eleinis Ávila-Lovera; Louis S. Santiago; Wilmer Tezara,"Stem photosynthesis is common in multiple seasonally dry biomes, however, most of current knowledge comes from studies done in desert and Mediterranean-type ecosystems. In the tropics, plants with photosynthetic stems also occur in tropical dry forests and xerophytic scrubs, which are among the most threatened terrestrial ecosystems. Research in warm deserts has shown that stem photosynthesis and water transport (hydraulics) are interconnected, with species having greater stem hydraulic conductance also maintaining greater stem stomatal conductance and photosynthetic rate. We tested whether this hypothesis holds true in drought-deciduous and evergreen trees and shrubs from a tropical xerophytic scrub in the Macanao Peninsula, Margarita Island, Venezuela, an area impacted by open-cast sand mining. Exploring the potential coordination between photosynthetic and hydraulic traits within and among organs will give us insights into the functional strategies plants use to cope with seasonal drought and disturbance in this site. To this aim, we measured photosynthetic rate ( A area ), transpiration rate ( E ), stomatal conductance ( g s ), and carbon and nitrogen isotope ratios (δ 13 C and δ 15 N) in leaves and photosynthetic stems, and stem hydraulic traits in 12 tree and shrub species. We found no relationship between sapwood-specific hydraulic conductivity (K S ) and stem A area . However, species with high K S also had high leaf δ 13 C, indicating that efficient stem water transport is associated with leaves having greater long-term integrated water-use efficiency. Interestingly, species with higher stem A area also exhibited higher stem water-use efficiency, both intrinsic and instantaneous. Results suggest a coordination of hydraulics and photosynthetic traits between leaves and stems but not within photosynthetic stems. Our results also suggest higher variability in economic traits in photosynthetic stems than in leaves, indicating potential differences in the selection of photosynthetic traits in leaves and stems.",,,0.9,The study on photosynthesis and hydraulics lacks management or conservation implications.,,,,,False,0,10.3389/fevo.2026.1819553
1144,Inferring ancestral population type from limited samples,,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,David Waxman; Andrew D. J. Overall,"Introduction A population’s demographic “type” is characterized by the shape of its age distribution. This structure provides insights into its behavioral ecology, such as how elderly individuals contribute to the survival and reproductive success of younger members (e.g., the grandmother hypothesis). As human populations vary across a broad spectrum of types—ranging from enslaved (Type II) to modern industrial (Type I) populations—there is significant interest in identifying the demographic shapes of ancient populations. Methods We simulated allele frequency drift for 17 age-structured populations with overlapping generations across a range of population types. Differences between estimates of age-specific loss of genetic diversity were utilized to estimate survivorship curves ( l x ), which were then used to categorize the source population’s type. Results We demonstrate that Pollak’s F k — a measure designed to capture changes in allele frequencies across time points within an age-class — can be accurately approximated across different age-classes within a single time point (i.e., a standing population). Discussion In scenarios where DNA samples are limited but span multiple age-classes, such as in ancient DNA or endangered species research, this method makes it possible to estimate population type and demographic history.",,,0.89,The title focuses on ancestral population types without explicit conservation decision context.,,,,,False,0,10.3389/fevo.2026.1701295
1147,Birth weight shapes renal damage from prolonged endurance activity later in life,,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,Alison A. Murray; Daniel P. Longman; Emily L. Brown; Tomasz J. Nowak; Michael P. Muehlenbein; Jonathan C.K. Wells; Jay T. Stock,"Introduction Endurance activity is considered a hallmark of human evolution, but there is limited understanding of what constrains this capacity. The renal demands of endurance exercise often elicit cellular damage, and renal functional capacity is shaped by fetal growth, but whether birth weight (BW) directly affects exercise-induced renal damage is unknown. Methods Here, we test the extent to which birth weight shapes change in serum creatinine, a marker of kidney function, among 44 ultramarathon athletes racing in hot or cold conditions. Results On their own, sex, age, distance run, hydration status, and muscle damage explained ~33% of the variance in absolute creatinine change (p=0.009). The addition of linear and quadratic mean-centered birth weight terms and ultramarathon race significantly improved the model fit (p&amp;lt;0.01), explaining ~58% of the variance in absolute creatinine change across the races (p&amp;lt;0.001). In this model, hydration status and both birth weight terms were the significant predictors of creatinine change (all p&amp;lt;0.05), indicating that both low and high birth weights were associated with a higher chance of transient elevation in creatinine after prolonged exercise. Holding all other variables constant, birth weight influences the kidney’s response to endurance exercise in a U-shaped manner, with the lowest increases in creatinine predicted at birth weights of ~3.8 kg. Discussion Renal functional capacity, proxied by BW, may thus have been central in constraining the upper limits of endurance activity in human evolution, helping us to understand why not just inadequate, but too much, physical activity can impair health.",,,0.9,The focus is on renal damage related to endurance activity with no conservation context.,,,,,False,0,10.3389/fevo.2026.1800460
1150,"Harvesting and economic potential of Irvingia gabonensis (Aubry-Lecomte ex O’Rorke) Baill. In Edo State, Nigeria",,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,O. H. Opute; O. Arabomen; S. O. Jimoh,"Introduction Non-timber forest products such as bush mango ( Irvingia gabonensis ) are critical to rural economies in West Africa, yet their harvesting remains poorly understood in terms of economic returns and sustainability. Methods This study assessed the harvesting and economic potential of I. gabonensis in Edo State, Nigeria, using a purposive survey of 79 harvesters. Data were analysed through descriptive statistics, correlation, and regression, complemented with thematic analysis of qualitative responses. Results The results showed that harvesting is predominantly male-driven (68%), with a mean respondent age of 41 years, an average household size of 6, and a mean harvesting experience of 11 years. The activity was seasonal, occurring mainly from June to September, with an average weekly harvest volume of 124 kg per household. Regression analysis indicated that household size (β = 0.28, p &amp;lt; 0.05), years of experience (β = 0.32, p &amp;lt; 0.01), and access to productive trees (β = 0.41, p &amp;lt; 0.01) were significant predictors of profitability (R² = 0.47). Profitability analysis indicated that on average, each household earned a gross margin of 1 ₦103,800 (USD 71.5) per season, corresponding to a rate of return on investment of 91%. Constraints included limited access to trees (63%), declining yields (56%), and overdependence on wild stocks (72%). Discussion These findings highlight that sustainable harvesting and domestication of I. gabonensis can serve as Nature-Based Solutions (NbS), enhancing ecosystem services and promoting climate-resilient livelihoods in forest-dependent communities. The study concludes that I. gabonensis harvesting is economically viable but ecologically vulnerable, and that it requires domestication, sustainable practices, and improved access rights to secure its future contribution to rural incomes.",,,0.85,The study appears to focus on economic potential without an explicit connections to conservation decision-making.,,,,,False,0,10.3389/fevo.2026.1799425
1153,"Habitat fragmentation of three ungulate species in the Altay region of Xinjiang, China",,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,Yuhang Zhu; Zhixiang Wang; Yunchuan Dai; Xueyu Wang; Fan Wang; Dayong Li,"Under global climate change and intensified human activities, habitats in northwestern China’s Altay region—comprising forests, grasslands, deserts, and alpine areas—are increasingly fragmented. This study assessed the suitable habitat distribution and fragmentation characteristics of three ungulate species: red deer, goitered gazelle, and Siberian ibex. An ensemble species distribution model based on BIOMOD2 was used, and fragmentation metrics were calculated with the landscapemetrics R package. Red deer had the largest suitable area (20,688.54 km²), followed by goitered gazelle (16,342.25 km²) and Siberian ibex (11,477.62 km²). Fragmentation analysis revealed that red deer habitat patches in forest areas had the highest patch density (PD = 0.042); grasslands showed the largest dominant patches (LPI = 63.31) and highest aggregation (AI = 74.45). Gazelle habitats in deserts were the least fragmented (PD = 0.017, AI = 92.06), while ibex habitats in grasslands had higher fragmentation (PD = 0.046) but moderate aggregation (AI = 75.31). The results reveal clear interspecific differences in habitat suitability and landscape patterns, highlighting species-specific responses to environmental gradients. This study provides a scientific basis for habitat management, conservation planning, and connectivity enhancement for large herbivores in cold-arid ecotones.",,,0.9,The title focuses on habitat fragmentation without a clear conservation decision-making context.,,,,,False,0,10.3389/fevo.2026.1717534
1154,Climate change and non-climatic drivers jointly enhanced the NDVI of alpine grassland in the Source Region of the Yellow River (2000–2022),,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,Miaomiao An; Ao Yang; Kerou Zhang; Liang Yan; Zhongqing Yan; Yong Li; Huan Wang; Wenru Zhao; Yichang Gao; Yuechuan Niu; Xiaoming Kang; Xiaodong Zhang,"The source region of the Yellow River (SRYR) is a vital water conservation area with substantial spatial heterogeneity in grassland vegetation. Yet the respective contributions of climate change and non-climatic drivers s to that variability remain unclear. This study quantified the relative impacts of climate and non-climatic factors on alpine grassland vegetation dynamics in Maqin County, a typical pastoral area in the SRYR, from 2000 to 2022. Multiple linear regression and residual analysis were used to disentangle climate change and non-climatic drivers to the changes in the Normalized Difference Vegetation Index (NDVI). The results showed that grassland NDVI exhibited a significant positive trend from 2000 to 2022 ( P &amp;lt; 0.05), with 72.84% of the study area showing improvement. Spatially, NDVI displayed a “southeast-high and northwest-low” pattern, driven by differential responses to temperature and precipitation, with temperature being the dominant climatic factor. Climatic change and non-climatic influences jointly dominated vegetation dynamics (affecting 74.67% of the area), with their combined effect exceeding those of either factor alone. Climate change accounted for 51.86% of the variation in NDVI, slightly higher than that explained by non-climatic drivers (48.14%). Overall, a warming and wetting climate has promoted the restoration of alpine grassland, while sustained human interventions (e.g., ecological projects) have become an essential role. These findings provide a promising scientific basis for adaptive management in ecologically sensitive pastoral regions.",,,0.9,The title discusses climate change effects without explicit decision-making implications.,,,,,False,0,10.3389/fevo.2026.1748078
1155,Olfactory responses of the leafminer Liriomyza cicerina (Diptera: Agromyzidae) to chickpea plant volatiles,,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,Leila Makhlouf; Karim El Fakhouri; Rachid Boulamtat; Mohamed Ouaarous; Issam Meftah Kadmiri; Seid-Ahmed Kemal; Mustapha El Bouhssini,"Introduction Chickpea ( Cicer arietinum L.) is an essential pulse crop in many countries, but its productivity is severely constrained by the leafminer Liriomyza cicerina (Rondani), a major chickpea pest in the Mediterranean region and North Africa. Host location by L. cicerina is strongly affected by plant-emitted volatile organic compounds (VOCs), which mediate insect host selection and oviposition. Understanding these chemical signals is essential for developing sustainable pest management strategies. Methods Y-tube olfactometer bioassays were conducted to evaluate the olfactory responses of adult leafminers to VOC blends from healthy and infested chickpea plants, to selected individual volatile compounds, and to VOCs released by chickpea varieties with distinct levels of resistance toward L. cicerina . Results and discussion Adult leafminers were significantly more attracted to VOCs emitted by healthy plants than to those released by infested plants. Among individual volatile compounds tested, trans-2-hexen-1-ol elicited the highest attraction (80%), whereas linalyl acetate induced the strongest repellence (73.3%). Moreover, VOC emissions varied among chickpea genotypes, influencing the host preference of L. cicerina . The susceptible variety Arifi (FLIP98-50 C) release more attractive VOC blends compared to the less susceptible genotypes tested. These findings highlight the ecological role of chickpea VOCs in mediating insect-plant interactions, with plant condition, genotype, and specific compounds shaping insect preference and host selection. Identifying attractive and repellent VOCs provides insights into the mechanisms underlying susceptibility and supports the development of sustainable pest management strategies, including monitoring lures, push–pull strategies, and selective breeding of less attractive chickpea varieties.",,,0.9,The title is focused on olfactory responses of an insect without a management framing.,,,,,False,0,10.3389/fevo.2026.1806412
1156,Brown pelican (Pelecanus occidentalis) groundings on a four-lane divided highway in south Texas: a comparative study using citizen science,,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,Bradley E. Beer; Kevin Ryer; Md Saydur Rahman; John H. Young; Richard J. Kline,"The population of the once-endangered brown pelican ( Pelecanus occidentalis ) has increased over the past several decades and is now considered fully recovered. However, in south Texas, the combined effects of weather patterns, transportation infrastructure, and brown pelican biology have led to road mortalities on State Highway 48 (SH 48) at the Carl “Joe” Gayman Bridge. To mitigate these mortalities, the Texas Department of Transportation modified traffic barriers on SH 48. We aimed to examine the effect of the barrier change and determine which weather variables influence brown pelican groundings on SH 48. Citizen scientists monitored sections of SH 48 during adverse weather conditions to record how many brown pelicans collided with the road and how many were killed by vehicles. The monitoring continued for 6 years during fall and winter when weather conditions were predicted to adversely affect brown pelican flight. Our results showed a significant decrease in the number of downed brown pelicans after the removal of concrete single-slope traffic railings (SSTRs) and the installation of T2P railings along the bridge and causeway. However, there was no significant change in the number of days when grounded brown pelicans occurred after T2P railings were installed. We also found a positive relationship between downed brown pelicans and daily maximum wind speed, and a negative relationship with daily minimum air temperature and daily average air pressure. Globally, bridge-related avian mortality is essentially unstudied. These findings will aid our understanding of the effects of road infrastructure on pelican groundings in Texas and call international attention to the potential negative effects transportation infrastructure may have on coastal bird populations.",,,0.9,The study of brown pelicans via citizen science lacks a conservation decision framework.,,,,,False,0,10.3389/fevo.2026.1742024
1157,Natural enough? A multi-metric ecosystem function evaluation of sill living shorelines,,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,Mariko A. Polk; Martin H. Posey; Rachel K. Gittman; Mackenzie J. Taggart; Devon O. Eulie,"This study addresses a deficit in research on if living shorelines designed with sills can support multiple ecosystem functions simultaneously. A total of 24 ecosystem functional metric proxies were studied; to include: above-ground biomass, below-ground biomass, species density (eastern oysters, ribbed mussels, marsh periwinkles, eastern mud snails, smooth cordgrass, salt meadow cordgrass, black needle rush), wave climate, elevation, sediment characterization (deposition, fraction, bulk density), and carbon and nitrogen sequestration. Locations with living shorelines had ecological functions comparable to unprotected fringing salt marsh shorelines in 16 of 24 metrics with 9 metrics being enhanced by the presence of a living shoreline project. Living shorelines had greater sediment deposition and elevation and provided distinctive wave attenuation capabilities that were not supported by unaltered reference shorelines. Sill living shorelines reduced the wave energy by 30% to 60%. Living shorelines support multiple ecosystem functions simultaneously.",,,0.9,The title presents an ecosystem evaluation without ties to conservation decisions.,,,,,False,0,10.3389/fevo.2026.1638416
1158,"New data on the sarcopterygian Koharalepis jarviki (Tetrapodomorpha; Canowindridae) from the Late Devonian of Antarctica, revealed via synchrotron and neutron tomography",,,,,0.0,Frontiers in Ecology and Evolution,C,ecology,Corinne L. Mensforth; John A. Long; Joseph J. Bevitt; Alice M. Clement,"Introduction The ‘osteolepiforms’ are an extinct order of lobe-finned fishes that had a cosmopolitan distribution, which are often considered for their proximity to the vertebrate water-to-land transition. The canowindrids are an East Gondwanan clade of tetrapodomorph fishes that exhibit a high level of endemism. However, due to the rarity of canowindrid material and their taphonomy, there is only a single representative preserved wholly in 3D and thus suitable for investigation via modern non-invasive tomography. Methods Here we present an updated description of the holotype of Koharalepis jarviki , a canowindrid collected from the Late Devonian Aztec Siltstone formation in Mt Crean, Antarctica, elucidated via a combination of synchrotron and neutron tomography. Results and discussion New elements of the braincase, palate, mandible and axial skeleton are revealed for the first time, and previously reported anatomy including the dermal skull and position of the orbits are confirmed. A partial braincase and endocast has been reconstructed, enabling rare insight into the neural anatomy of Koharalepis . Phylogenetic analysis confirms Koharalepis as a member of the Canowindridae with Harajicadectes zhumini recovered as sister taxon. The canowindrids occupy a region of the phylogenetic tree with ‘osteolepidid’ taxa and megalichthyids, crownward of rhizodonts but below tristichopterids and elpistostegalids. This work provides greater support for the taxonomic characters and phylogenetic position of the enigmatic canowindrid family, and the 3D preservation of this material has enabled us to infer some behavioural and ecological insight.",,,0.9,The study of a fossilized fish does not relate to conservation decision-making.,,,,,False,0,10.3389/fevo.2026.1765271
